@zone_target
@vehicle_target
-418187.406,262022.328,1608619.250,1.000,0.000,0.000,0.000,28435
286831.094,-131942.000,2889900.750,1.000,0.000,0.000,0.000,28435
161776.953,-283418.156,3266393.250,1.000,0.000,0.000,0.000,28435
@freight_vehicle_target
-65794.578,-377796.500,-117127.883,0.966,0.000,0.259,0.000,63795
-1534160.625,-666668.750,-2707708.500,0.966,0.000,0.259,0.000,63795
@antenna_1
72830.969,-211786.781,34422.156,0.683,0.683,-0.183,0.183,65520
63091.840,-215994.750,44609.961,0.683,0.683,-0.183,0.183,65520
50579.445,-183370.812,95918.141,0.683,0.683,0.183,-0.183,65520
46226.441,-179209.875,80004.445,0.683,0.683,0.183,-0.183,65520
64397.594,-216993.578,94662.859,0.683,0.683,0.183,-0.183,65520
59658.504,-166302.172,34397.250,0.683,0.683,-0.183,0.183,65520
77136.836,-265581.062,94758.047,0.612,0.612,-0.354,0.354,65520
-88124.055,-162186.125,16297.664,0.701,0.701,0.092,-0.092,65520
-15303.538,-238315.047,108089.016,0.707,-0.707,0.000,0.000,65520
-82495.578,-289492.688,18714.643,0.701,-0.701,0.092,0.092,65520
3695.395,-214388.516,-128288.109,0.707,0.707,0.000,0.000,65520
-54549.113,-371885.625,-72382.984,0.683,0.683,0.183,-0.183,65520
30043.633,-310698.594,55613.422,0.683,0.683,0.183,-0.183,65520
-5868.778,-161236.281,24737.182,0.701,0.701,-0.092,0.092,65520
-62062.176,-164830.266,58765.055,0.653,0.653,-0.271,0.271,65520
16567.818,-159602.844,-17583.791,0.653,0.653,0.271,-0.271,65520
-5145.585,-158470.312,-23699.865,0.701,0.701,0.092,-0.092,65520
-73254.852,-160324.734,25266.592,0.701,0.701,0.092,-0.092,65520
@antenna_2
@antenna_3
54.100,-215195.906,-80188.539,-1.000,0.000,0.000,0.000,65520
-98726.484,-185766.266,26867.051,0.430,-0.430,0.561,0.561,65520
112485.531,-372711.844,194830.516,0.259,0.000,-0.966,0.000,65520
6185.535,-228534.844,121299.148,0.000,1.000,0.000,0.000,65520
-62478.203,-293756.062,62947.629,0.000,-0.924,-0.000,-0.383,65520
43678.344,-338619.750,84479.516,0.000,0.866,-0.000,0.500,65520
66918.977,-254052.609,94525.547,-0.183,0.683,0.683,-0.183,65520
-50701.125,-358276.656,-27210.143,0.866,0.000,0.500,0.000,65520
-21.461,-199675.688,57929.695,0.000,0.000,-1.000,0.000,65520
-24664.760,-665722.250,14195.719,-0.612,-0.612,0.354,-0.354,65520
@antenna_4
7565.552,-224084.625,-73270.016,0.707,0.000,-0.000,-0.707,65520
-7545.134,-223687.922,-77889.656,-0.707,0.000,-0.000,-0.707,65520
-7573.522,-223707.203,-82835.633,-0.500,0.500,-0.500,-0.500,65520
66590.172,-221574.719,49650.523,0.354,0.612,-0.612,-0.354,65520
72161.250,-221576.219,52866.926,0.354,0.612,-0.612,-0.354,65520
94212.953,-219000.469,46779.648,0.501,0.000,-0.865,-0.000,65520
53902.086,-189468.016,94042.922,0.866,0.000,-0.500,0.000,65520
39630.203,-203008.156,102140.914,0.612,0.612,-0.354,0.354,65520
43292.082,-190074.219,100039.758,0.501,-0.000,0.865,0.000,65520
60670.516,-230933.609,71570.633,0.612,-0.612,-0.354,-0.354,65520
67551.758,-298418.469,110430.414,0.354,0.612,0.612,0.354,65520
-13194.708,-219070.391,120419.922,0.000,0.000,-1.000,0.000,65520
-38.363,-229862.250,84899.766,0.000,1.000,0.000,0.000,65520
43330.305,-237394.516,103328.836,0.183,-0.183,-0.683,-0.683,65520
